,Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,Central,Chorotega,Paci­fico Central,Brunca,Huetar Atlantica,Huetar Norte,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target,region,imputed_rent,mean_per_capita_income,per_capita_rent,mobilephone_per_capita,computer_per_capita,tablet_per_capita,yrs_edu_lost,asset_owned,water_provision,sanitario_type,electricity_source,cooking_energy,education_level,wall_material,housing_situation,wall_status,floor_material,floor_status,roof_material,roof_status,marital_status,rubbish_disposal
8567,ID_cd4071de3,100000.0,0,5,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,6,0.0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89f42958a,1,4,1,5,.66666669,6,0,5.5,0,0,1,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,1,1,4,0,0,0,0,1,0,0,1,53,36,2809,25,36,1,2.7777777,0.44444448,30.25,2809,4.0,Huetar Atlantica,100000.0,44721.35954999579,44721.35954999579,0.2,0.0,0.0,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,prefabricated or cement,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,unknown,burning
8573,ID_dc7b6c82e,100000.0,0,4,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,6,0.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7be96dfd6,1,2,0,3,.5,6,0,6.0,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,36,36,1296,9,36,1,2.25,0.25,36.0,1296,4.0,Huetar Atlantica,100000.0,57735.02691896258,57735.02691896258,0.3333333333333333,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,prefabricated or cement,own and fully paid,good,wood,good,metal foil or zinc,good,married,burning
8578,ID_0a176d3ec,60000.0,1,2,0,1,1,0,0.0,2,1,3,0,1,1,2,2,4,4,4,2,0.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,a869d0192,2,2,0,4,1.19406028376239,2,0,4.0,0,1,0,0,0,0,0,0,0,1,4.0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,49,4,2401,16,4,4,16.0,1.0,16.0,2401,1.0,Huetar Atlantica,60000.0,30000.0,30000.0,0.25,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete primary,wood,own and fully paid,regular,wood,regular,metal foil or zinc,regular,married,burning
8582,ID_95b0ff10e,80000.0,0,4,0,1,1,0,0.0,1,1,2,1,1,2,2,2,4,4,4,6,0.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,801da6b5e,2,2,0,4,1.19406028376239,6,0,6.0,0,0,1,0,0,0,0,0,0,2,2.0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,28,36,784,16,36,4,4.0,1.0,36.0,784,3.0,Huetar Atlantica,80000.0,40000.0,40000.0,0.25,0.0,0.0,1.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,wood,own and fully paid,regular,wood,regular,metal foil or zinc,regular,unknown,burning
8585,ID_a77bc61ae,100000.0,0,3,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,6,0.0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9e68d49ab,1,2,0,3,.5,6,0,6.5,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,34,36,1156,9,36,1,2.25,0.25,42.25,1156,4.0,Huetar Atlantica,100000.0,57735.02691896258,57735.02691896258,0.3333333333333333,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,prefabricated or cement,own and fully paid,good,cement,regular,metal foil or zinc,good,unknown,burning
8587,ID_9a5ad0665,80000.0,0,5,0,1,1,0,0.0,1,1,2,1,1,2,2,2,4,4,4,3,0.0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65f6dc44c,2,2,0,4,1.19406028376239,0,3,4.5,0,1,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,1,32,9,1024,16,0,4,1.7777778999999998,1.0,20.25,1024,3.0,Huetar Atlantica,80000.0,40000.0,40000.0,0.25,0.0,0.0,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete primary,prefabricated or cement,own and fully paid,good,"mosaic, ceramic, terrazo",bad,metal foil or zinc,good,married,burning
8591,ID_24187810f,40000.0,0,4,0,1,1,0,0.0,0,1,1,3,1,4,3,2,5,5,5,2,0.0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0b05c93b8,3,2,0,5,1.5,2,0,4.0,0,1,0,0,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,1,33,4,1089,25,4,9,6.25,2.25,16.0,1089,2.0,Huetar Atlantica,0.0,0.0,17888.54381999832,0.2,0.0,0.0,1.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete primary,wood,rented,regular,wood,regular,metal foil or zinc,regular,unknown,tanker truck
8595,ID_725cc25be,100000.0,0,4,0,1,0,0,0.0,0,1,1,0,0,0,0,1,1,1,1,6,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,052da118c,0,1,0,1,0,6,0,6.0,0,0,1,0,0,0,0,0,0,2,0.5,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,24,36,576,1,36,0,0.25,0.0,36.0,576,4.0,Huetar Atlantica,0.0,0.0,100000.0,1.0,0.0,0.0,0.0,1,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,prefabricated or cement,"other (assigned, borrowed)",good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,single,burning
8596,ID_1f03eadcf,100000.0,0,4,0,1,1,0,0.0,1,2,3,0,1,1,1,3,4,4,4,6,0.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,d561635ea,2,2,0,4,1.19406028376239,6,0,4.5,0,0,1,0,0,0,0,0,0,2,2.0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,1,43,36,1849,16,36,4,4.0,1.0,20.25,1849,4.0,Huetar Atlantica,100000.0,50000.0,50000.0,0.25,0.0,0.0,4.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,prefabricated or cement,own and fully paid,good,cement,good,metal foil or zinc,good,unknown,burning
8604,ID_3a9ae83a1,80000.0,0,5,0,1,1,0,0.0,0,3,3,1,1,2,1,4,5,5,5,5,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2cfef894e,2,3,0,5,.66666669,5,0,6.3333335,0,1,0,0,0,0,0,0,0,4,1.25,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,43,25,1849,25,25,4,1.5625,0.44444448,40.111115000000005,1849,3.0,Huetar Atlantica,80000.0,35777.08763999664,35777.08763999664,0.2,0.0,0.0,3.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete primary,block or brick,own and fully paid,regular,"mosaic, ceramic, terrazo",regular,metal foil or zinc,regular,married,burning
8605,ID_cc2d9556c,100000.0,0,3,0,1,0,0,0.0,0,4,4,0,1,1,0,5,5,5,5,6,0.0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,dd8a4bfcb,2,3,0,5,.66666669,6,0,4.0,0,0,1,0,0,0,0,0,0,2,2.5,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,1,49,36,2401,25,36,4,6.25,0.44444448,16.0,2401,4.0,Huetar Atlantica,100000.0,44721.35954999579,44721.35954999579,0.2,0.0,0.0,0.0,1,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,prefabricated or cement,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,botan hollow or buried
8614,ID_473fb3b8f,50000.0,0,4,0,1,1,0,0.0,0,2,2,1,3,4,1,5,6,6,6,6,0.0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2c9872b82,4,2,0,6,2,0,6,8.5,0,0,1,0,0,0,0,0,0,2,3.0,0,0,1,0,0,0,0,1,5,0,0,0,0,1,0,0,1,35,36,1225,36,0,16,9.0,4.0,72.25,1225,1.0,Huetar Atlantica,0.0,0.0,20412.414523193154,0.16666666666666666,0.0,0.0,7.0,2,1,3,"CNFL, ICE, ESPH/JASEC",2,complete primary,block or brick,rented,regular,cement,regular,metal foil or zinc,regular,married,tanker truck
8617,ID_e4d9ce494,40000.0,0,4,0,1,1,1,1.0,1,1,2,1,1,2,2,2,4,4,4,11,0.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27c372a8b,2,2,0,4,1.19406028376239,11,0,11.0,0,0,0,0,1,0,0,0,0,3,1.3333334,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,1,43,121,1849,16,121,4,1.7777778999999998,1.0,121.0,1849,4.0,Huetar Atlantica,0.0,0.0,20000.0,0.25,0.0,0.25,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",3,complete academic secondary level,prefabricated or cement,rented,regular,cement,regular,metal foil or zinc,regular,married,botan hollow or buried
8622,ID_60164c301,80000.0,0,5,0,1,1,1,1.0,1,1,2,1,2,3,2,3,5,5,5,11,0.0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3532fcc9d,3,2,0,5,1.5,11,0,11.0,0,0,0,0,1,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,31,121,961,25,121,9,2.7777777,2.25,121.0,961,3.0,Huetar Atlantica,80000.0,35777.08763999664,35777.08763999664,0.2,0.0,0.2,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",3,complete academic secondary level,block or brick,own and fully paid,regular,cement,regular,metal foil or zinc,regular,married,burning
8627,ID_81ff01c6d,100000.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,9,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66480ffb2,1,2,0,3,.5,9,0,7.5,0,0,0,1,0,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,60,81,3600,9,81,1,1.0,0.25,56.25,3600,4.0,Huetar Atlantica,100000.0,57735.02691896258,57735.02691896258,0.3333333333333333,0.0,0.0,5.0,2,1,3,"CNFL, ICE, ESPH/JASEC",4,incomplete academic secondary level,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,burning
8629,ID_a24f371d9,60000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,eede4da9b,0,2,2,2,8,6,0,4.5,0,0,1,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,74,36,5476,4,36,0,1.0,64.0,20.25,5476,1.0,Huetar Atlantica,60000.0,42426.40687119285,42426.40687119285,0.5,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,burning
8630,ID_d7dcb72ab,60000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,5,11,0.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6fd6049bc,0,2,0,2,0,11,0,11.0,0,0,0,0,1,0,0,0,0,4,1.25,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,24,121,576,4,121,0,1.5625,0.0,121.0,576,1.0,Huetar Atlantica,60000.0,26832.815729997474,26832.815729997474,0.2,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,complete academic secondary level,block or brick,own and fully paid,bad,cement,bad,metal foil or zinc,bad,unknown,burning
8632,ID_2e8c904a5,100000.0,0,4,0,1,1,0,0.0,0,2,2,0,0,0,0,2,2,2,2,6,0.0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,384934f6a,0,2,0,2,0,6,0,3.5,0,0,1,0,0,0,0,0,0,2,1.0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,48,36,2304,4,36,0,1.0,0.0,12.25,2304,4.0,Huetar Atlantica,0.0,0.0,70710.67811865475,0.5,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",2,complete primary,wood,"other (assigned, borrowed)",bad,cement,bad,metal foil or zinc,bad,single,botan hollow or buried
8636,ID_9e6dbaf2b,50000.0,0,4,0,1,1,0,0.0,0,0,0,2,1,3,2,1,3,3,3,9,0.0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,05e1d4a10,2,1,0,3,2,0,9,9.0,0,0,0,1,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,32,81,1024,9,0,4,2.25,4.0,81.0,1024,2.0,Huetar Atlantica,50000.0,28867.51345948129,28867.51345948129,0.3333333333333333,0.0,0.0,0.0,2,1,5,"CNFL, ICE, ESPH/JASEC",3,incomplete academic secondary level,prefabricated or cement,own and fully paid,regular,cement,regular,metal foil or zinc,good,single,burning
8637,ID_d8fc8e9e5,45000.0,0,4,0,1,1,0,0.0,1,1,2,1,1,2,2,2,4,4,4,11,0.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,764424047,2,2,0,4,1.19406028376239,11,0,9.0,0,0,0,0,1,0,0,0,0,2,2.0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,32,121,1024,16,121,4,4.0,1.0,81.0,1024,3.0,Huetar Atlantica,0.0,0.0,22500.0,0.25,0.0,0.0,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",3,complete academic secondary level,prefabricated or cement,rented,good,cement,good,metal foil or zinc,good,unknown,tanker truck
8645,ID_6257f7eb8,50000.0,0,4,0,1,1,0,0.0,0,2,2,1,2,3,1,4,5,5,5,3,0.0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36b3c998e,3,2,0,5,1.5,0,3,8.5,0,1,0,0,0,0,0,0,0,3,1.6666666,0,0,0,0,1,0,1,1,4,0,0,0,0,1,0,0,1,38,9,1444,25,0,9,2.7777777,2.25,72.25,1444,2.0,Huetar Atlantica,0.0,0.0,22360.679774997894,0.2,0.0,0.0,2.0,3,1,2,"CNFL, ICE, ESPH/JASEC",3,incomplete primary,prefabricated or cement,"other (assigned, borrowed)",good,cement,good,metal foil or zinc,good,divorced,tanker truck
8647,ID_9ba1661eb,50000.0,0,3,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,6,0.0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25150bff9,1,2,0,3,.5,6,0,6.0,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,30,36,900,9,36,1,2.25,0.25,36.0,900,2.0,Huetar Atlantica,50000.0,28867.51345948129,28867.51345948129,0.3333333333333333,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,prefabricated or cement,own and fully paid,good,cement,good,metal foil or zinc,good,unknown,tanker truck
8649,ID_c96e06641,50000.0,0,3,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,f48d96a60,1,2,0,3,.5,0,6,6.0,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,62,36,3844,9,0,1,2.25,0.25,36.0,3844,2.0,Huetar Atlantica,50000.0,28867.51345948129,28867.51345948129,0.3333333333333333,0.0,0.0,4.0,2,1,3,"CNFL, ICE, ESPH/JASEC",4,complete primary,block or brick,own and fully paid,good,cement,good,metal foil or zinc,good,separated,burning
8654,ID_3281389b5,100000.0,0,6,0,1,1,1,2.0,1,1,2,0,2,2,1,3,4,4,4,5,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3852ceb26,2,2,0,4,1.19406028376239,5,0,13.5,0,1,0,0,0,0,0,0,0,4,1.0,1,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,1,49,25,2401,16,25,4,1.0,1.0,182.25,2401,4.0,Huetar Atlantica,100000.0,50000.0,50000.0,0.25,0.25,0.25,0.0,4,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete primary,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,unknown,burning
8657,ID_327d3cea6,40000.0,0,3,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,7,0.0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32ef9f3e6,1,2,0,3,.5,0,7,8.0,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,1,41,49,1681,9,0,1,2.25,0.25,64.0,1681,4.0,Huetar Atlantica,0.0,0.0,23094.01076758503,0.3333333333333333,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete academic secondary level,wood,rented,regular,cement,regular,"fiber cement, mezzanine",regular,unknown,tanker truck
8659,ID_38ea783dc,100000.0,0,4,0,1,0,0,0.0,0,2,2,0,0,0,0,2,2,2,2,6,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c6419838b,0,2,0,2,0,6,0,6.0,0,0,1,0,0,0,0,0,0,3,0.66666669,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,28,36,784,4,36,0,0.44444448,0.0,36.0,784,4.0,Huetar Atlantica,0.0,0.0,70710.67811865475,0.5,0.0,0.0,0.0,1,2,4,"CNFL, ICE, ESPH/JASEC",4,complete primary,wood,"other (assigned, borrowed)",good,wood,good,metal foil or zinc,good,separated,botan hollow or buried
8662,ID_0d4ce6e99,100000.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,5,0.0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7a641e0ea,1,2,0,3,.5,5,0,8.5,0,1,0,0,0,0,0,0,0,2,1.5,0,0,0,0,1,0,1,1,6,0,0,0,0,1,0,0,1,51,25,2601,9,25,1,2.25,0.25,72.25,2601,4.0,Huetar Atlantica,0.0,0.0,57735.02691896258,0.3333333333333333,0.0,0.0,1.0,3,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete primary,block or brick,"other (assigned, borrowed)",good,cement,good,metal foil or zinc,good,separated,tanker truck
8664,ID_0b02c57fb,50000.0,0,5,0,1,1,0,0.0,2,1,3,0,2,2,2,3,5,5,5,11,0.0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89c5144c1,2,3,1,5,1.5,0,11,8.666667,0,0,0,0,1,0,0,0,0,3,1.6666666,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,32,121,1024,25,0,4,2.7777777,2.25,75.111115,1024,2.0,Huetar Atlantica,0.0,0.0,22360.679774997894,0.2,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",2,complete academic secondary level,wood,"other (assigned, borrowed)",good,wood,good,metal foil or zinc,good,separated,tanker truck
